company_name,company_email,company_summary
Online Solutions Sp. z o.o.,magdalena.baranowska@onlinesolutions.pl,"Online Solutions is a company that specializes in digitization, Microsoft Cloud, and AI solutions. They build digital solutions that are successful, intelligent, and efficient. They offer IT services and consulting, team extension, and help organizations grow and transform. They also provide software development services and specialize in digital projects. Online Solutions operates in the computer systems design field and is based in Wroclaw, Poland."
ON THE SPOT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,hello@onthespotdev.com,ON THE SPOT is a company that specializes in providing technical services and solutions. They focus on making store environments and products look visually appealing. They have been in operation since 1994 and are registered as a limited liability company.
OP8 PL sp. z o.o.,rowena@opinov8.com,"OP8 PL is a company that operates in the form of a limited liability company. They are registered under the KRS number 0000949468 and have a registered address in Warsaw, Poland. They specialize in providing technical services and skills, although the specific details of their technical works are not mentioned in the search results."
Oro Poland Sp. z o. o.,oropoland@oroinc.com,"Based on the available search results, it is unclear what specific technical works and skills Oro Poland Sp. z o.o. specializes in. The company is associated with Oro Inc., a US-based open-source business application company that created OroCRM. However, there is also mention of Oro Poland being involved in accounting, tax preparation, bookkeeping, payroll services, advertising, public relations, architectural and engineering services, and chemical operations. Additionally, there is a"
OUTMATIC PROSTA SPÓŁKA AKCYJNA,anna.krajewska@outmatic.pl,"The company Outmatic Prosta Spółka Akcyjna is a technical company based in Warsaw, Poland. Unfortunately, due to a security block, I am unable to access the specific details of their technical works and skills."
PAGEART Sebastian Kubat,biuro@pageart.pl,"The company, PAGEART Agencja Interaktywna, is led by Sebastian Kubat, who is an experienced software engineer and technical team lead. The company focuses on delivering human-centered and data-driven solutions. They offer services in software engineering and technical team leadership."
PALTA Poland Sp. z o.o.,polandhub.admin@palta.com,Palta Poland Sp. z o.o. is a company based in Poland that operates in the administrative management industry. They offer services related to business consulting and have expertise in limited liability companies. They also have a focus on avocado cultivation and are involved in the production and distribution of avocado-based products.
PandaDoc,travel@pandadoc.com,"PandaDoc is a company that offers solutions for businesses to connect every part of their business and streamline their document workflow. They offer native CRM integrations, electronic signature tools, and solutions for proposals, quotes, contracts, and payments. They cater to businesses of all sizes, from microbusinesses to enterprise-level companies. They also provide resources such as customer stories, blog articles, webinars, podcasts, and templates."
Pavel Adylin,pavel@adylin.com,"Artezio is a company founded and managed by Pavel Adylin. Pavel Adylin is the CEO and co-founder of Artezio, a software development company. He has been managing the company since its inception in 2000. Artezio specializes in providing software development services and has a team of professionals skilled in various technical works."
PCF Group S.A.,recruitment@peoplecanfly.com,"People Can Fly is a global video game development company that operates in Poland, the UK, and North America. They are known for being one of the leading Unreal Engine studios in the industry. They have created popular shooters and action games such as Painkiller, Bulletstorm, Gears of War: Judgment, and Outriders. They are currently working on several exciting titles and projects, including Gemini with Square Enix, Maverick with Microsoft, and"
